event_type,event_cause,requires_road_closure,corridor,priority,police_station,latitude,longitude,hour,dow,month,duration_min,duration_bucket
unplanned,others,False,Non-corridor,Low,Upparpet,12.9763484,77.5833231,3,5,4,2533.2403664333333,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Malleshwaram,13.004029,77.5712718,3,5,4,10.893157416666666,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,V.V.Puram (C.Pet),12.9571937,77.573942,4,5,4,48.53696371666667,<=1hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Ashok Nagar,12.9666429,77.6085336,4,5,4,58.50245235,<=1hr
unplanned,road_conditions,False,Magadi Road,High,Kamakshipalya,12.9854527,77.5254099,5,5,4,15344.172970083333,>24hr
unplanned,Debris,False,Non-corridor,Low,V.V.Puram (C.Pet),12.9603495,77.571709,21,1,11,196314.30794898333,>24hr
unplanned,water_logging,False,Non-corridor,Low,Jalahalli,13.0465802,77.5226848,6,5,4,4277.100367116666,>24hr
unplanned,others,False,Magadi Road,High,Kamakshipalya,12.9902449,77.5043682,5,5,4,14.85765895,<=1hr
unplanned,water_logging,False,Non-corridor,Low,Yelahanka,13.082551,77.5502985,6,5,4,2869.6824818166665,>24hr
unplanned,water_logging,False,Non-corridor,Low,Chamarajpet,12.9682876,77.5748387,6,5,4,5498.457785316667,>24hr
unplanned,water_logging,False,Non-corridor,Low,R.T. Nagar,13.0100214,77.5905302,6,5,4,7237.5212427999995,>24hr
unplanned,water_logging,False,ORR West 1,High,Byatarayanapura,12.9451673,77.5279962,6,5,4,13915.386979166668,>24hr
unplanned,water_logging,False,Non-corridor,Low,R.T. Nagar,12.9961149,77.5960884,6,5,4,14268.682006016666,>24hr
unplanned,water_logging,False,ORR North 2,High,Jalahalli,13.0440977,77.5543926,6,5,4,106.64748336666666,1-6hr
unplanned,pot_holes,False,Non-corridor,Low,High ground,12.98338318,77.57704294,20,4,12,171989.48454011665,>24hr
unplanned,water_logging,True,Mysore Road,High,Chamarajpet,12.9676097,77.5745054,6,5,4,34.89283663333333,<=1hr
unplanned,water_logging,False,Non-corridor,Low,High ground,12.9947561,77.5958288,6,5,4,948.7411337666667,6-24hr
unplanned,water_logging,False,Non-corridor,Low,High ground,12.9863199,77.5796547,6,5,4,63.20659305,1-6hr
unplanned,water_logging,True,Mysore Road,High,Chamarajpet,12.9572507,77.5521754,6,5,4,214.58835468333334,1-6hr
unplanned,water_logging,False,West of Chord Road,High,Byatarayanapura,12.9523324,77.5367752,6,5,4,18575.526297916665,>24hr
unplanned,water_logging,False,Bellary Road 1,High,High ground,12.99703217,77.58456258,6,5,4,160.49394478333335,1-6hr
unplanned,water_logging,False,Mysore Road,High,Chamarajpet,12.9641569,77.5698552,6,5,4,2454.942666616667,>24hr
unplanned,water_logging,True,Mysore Road,High,Halasuru Gate,12.9641078,77.581529,6,5,4,1.20292415,<=1hr
unplanned,water_logging,True,Mysore Road,High,Halasuru Gate,12.96399,77.5816104,6,5,4,102.53868266666667,1-6hr
unplanned,water_logging,False,Old Madras Road,High,Cubbon Park,12.9763106,77.5991358,7,5,4,65.57669031666667,1-6hr
unplanned,water_logging,False,ORR East 1,High,Madiwala,12.9190273,77.6217794,6,5,4,2.4512035666666665,<=1hr
unplanned,water_logging,False,Non-corridor,Low,Sheshadripuram,12.9907523,77.571665,6,5,4,1437.0530988,6-24hr
unplanned,water_logging,False,ORR North 1,High,Banaswadi,13.0239189,77.643188,6,5,4,46.07936715,<=1hr
unplanned,water_logging,False,Old Madras Road,High,Cubbon Park,12.976738,77.5992508,7,5,4,0.6965376666666666,<=1hr
unplanned,water_logging,False,ORR North 2,High,Jalahalli,13.0416016,77.5473229,7,5,4,15180.639404116666,>24hr
unplanned,water_logging,False,Tumkur Road,High,Yeshwanthpura,13.0151263,77.559691,7,5,4,17313.578320166667,>24hr
unplanned,water_logging,True,Mysore Road,High,Halasuru Gate,12.9639906,77.5821037,7,5,4,32.478422933333334,<=1hr
unplanned,tree_fall,True,Non-corridor,Low,Sadashivanagar,13.0141196,77.5730206,7,5,4,44.1921915,<=1hr
unplanned,others,True,Non-corridor,Low,Upparpet,12.9806464,77.5762418,7,5,4,56.71689196666667,<=1hr
unplanned,water_logging,False,Non-corridor,Low,High ground,12.9871612,77.5803445,7,5,4,130.15376253333335,1-6hr
unplanned,tree_fall,False,Tumkur Road,High,Yeshwanthpura,13.0189786,77.5592937,7,5,4,1153.7935038666667,6-24hr
unplanned,water_logging,False,Tumkur Road,High,Yeshwanthpura,13.0205324,77.5519074,7,5,4,1416.37773795,6-24hr
unplanned,water_logging,False,Mysore Road,High,Cubbon Park,12.9718029,77.595009,7,5,4,5642.406143316666,>24hr
unplanned,water_logging,False,Mysore Road,High,Byatarayanapura,12.9524702,77.5414034,7,5,4,14.584563283333333,<=1hr
unplanned,water_logging,False,Mysore Road,High,Cubbon Park,12.9718029,77.595009,7,5,4,5642.447306733333,>24hr
unplanned,water_logging,False,ORR West 1,High,J.P. Nagar,12.9065495,77.5756539,7,5,4,16721.59540315,>24hr
unplanned,water_logging,False,Varthur Road,High,HAL Old Airport,12.9567885,77.7035548,7,5,4,19520.157966466668,>24hr
unplanned,water_logging,False,Varthur Road,High,Whitefield,12.9591783,77.7464824,7,5,4,5662.36376305,>24hr
unplanned,water_logging,False,Varthur Road,High,HAL Old Airport,12.9566317,77.7090983,7,5,4,35.91581583333333,<=1hr
unplanned,others,True,Non-corridor,Low,Vijayanagara,12.9671705,77.5403742,7,5,4,1403.7603150166665,6-24hr
unplanned,tree_fall,False,Non-corridor,Low,Yeshwanthpura,13.0335198,77.5581582,7,5,4,64.03180449999999,1-6hr
unplanned,tree_fall,True,Non-corridor,Low,Malleshwaram,13.0050772,77.569096,7,5,4,77.13955258333334,1-6hr
unplanned,water_logging,False,Non-corridor,Low,Whitefield,12.9774286,77.7511283,8,5,4,13700.832331033334,>24hr
unplanned,water_logging,False,Non-corridor,Low,Whitefield,12.977421,77.7511312,8,5,4,13700.209654616667,>24hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Yeshwanthpura,13.0281748,77.5360795,8,5,4,16.6484411,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Mahadevapura,12.99308197,77.70532632,18,5,4,15.931807983333334,<=1hr
unplanned,vehicle_breakdown,False,Old Madras Road,High,Jeevanbheemanagar,12.9838286,77.6398503,19,5,4,35.37574233333333,<=1hr
unplanned,vehicle_breakdown,False,Old Madras Road,High,Halasur,12.9756011,77.6167012,19,5,4,21.099181166666664,<=1hr
unplanned,tree_fall,False,Old Madras Road,High,Halasur,12.9756407,77.6167078,19,5,4,54.21143968333333,<=1hr
unplanned,others,False,Old Madras Road,High,Jeevanbheemanagar,12.9829064,77.6371666,19,5,4,623.1539982833333,6-24hr
unplanned,tree_fall,True,Non-corridor,Low,Malleshwaram,13.0074652,77.5662988,20,5,4,38.38311856666667,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jnanabharathi,12.9608456,77.5133151,21,5,4,48.38570516666667,<=1hr
unplanned,water_logging,False,Non-corridor,Low,High ground,12.986114,77.5807451,21,5,4,100.97545570000001,1-6hr
unplanned,tree_fall,False,Non-corridor,Low,Banashankari,12.9239154,77.5765203,21,5,4,17496.695538649998,>24hr
unplanned,vehicle_breakdown,False,Old Madras Road,High,Shivajinagar,12.9792233,77.6025466,21,5,4,93.39061898333333,1-6hr
unplanned,tree_fall,True,Bannerghata Road,High,Jayanagara,12.9238289,77.5971089,22,5,4,30.045177533333334,<=1hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Halasuru Gate,12.9640674,77.5855008,23,5,4,86.21060556666666,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Thalagattapura,12.8798387,77.5459388,0,6,4,13.937764283333333,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Rajajinagar,13.0028917,77.5306097,0,6,4,21.3044091,<=1hr
unplanned,others,True,Mysore Road,High,Kengeri,12.9118524,77.4858155,0,6,4,306.1306395666667,1-6hr
unplanned,vehicle_breakdown,False,CBD 2,High,Cubbon Park,12.9759434,77.5981783,1,6,4,4.8932101999999995,<=1hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Sadashivanagar,13.0143257,77.5837964,1,6,4,62.002885516666666,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Electronic City,12.8462325,77.6724104,2,6,4,16.351039883333335,<=1hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Peenya,13.0351311,77.5269457,2,6,4,100.47900773333335,1-6hr
unplanned,vehicle_breakdown,False,CBD 2,High,Cubbon Park,12.979865,77.5925813,3,6,4,6.410764866666667,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Adugodi,12.9424793,77.6228453,3,6,4,149.70177753333334,1-6hr
unplanned,others,False,Non-corridor,Low,K.R. Pura,13.0132803,77.6997851,2,6,4,31.60635735,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jnanabharathi,12.9665476,77.5048771,4,6,4,42.76717533333333,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Electronic City,12.8412305,77.6491021,4,6,4,82.94842686666667,1-6hr
unplanned,pot_holes,False,Old Madras Road,High,Halasur,12.9715513,77.6192827,3,6,4,4444.951326083334,>24hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Yeshwanthpura,13.01762,77.5596867,4,6,4,117.5478197,1-6hr
unplanned,vehicle_breakdown,False,Magadi Road,High,Kamakshipalya,12.9876499,77.5134587,4,6,4,82.63382763333334,1-6hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Peenya,13.0429853,77.5121761,5,6,4,9.90734335,<=1hr
unplanned,accident,False,Tumkur Road,High,Peenya,13.0416747,77.5212074,5,6,4,26.873762566666667,<=1hr
unplanned,vehicle_breakdown,False,IRR(Thanisandra road),High,Jeevanbheemanagar,12.97058459,77.64127574,4,6,4,60.60606776666667,1-6hr
unplanned,pot_holes,False,Non-corridor,Low,Basavanagudi,12.9380002,77.5573089,6,6,4,103.51557583333333,1-6hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Halasuru Gate,12.9637362,77.584069,6,6,4,103.61959628333334,1-6hr
unplanned,tree_fall,True,Non-corridor,Low,Sadashivanagar,13.0056626,77.5799769,6,6,4,53.07258183333333,<=1hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Sadashivanagar,13.003657,77.5839592,7,6,4,116.56037328333333,1-6hr
unplanned,water_logging,False,Magadi Road,High,Kamakshipalya,12.9874499,77.5195745,6,6,4,256.12679966666667,1-6hr
unplanned,tree_fall,False,Bellary Road 1,High,Sadashivanagar,13.0113111,77.5814991,6,6,4,1266.6776086833333,6-24hr
unplanned,water_logging,False,Bellary Road 1,High,High ground,12.997285,77.5850456,5,6,4,2756.454794866667,>24hr
unplanned,vehicle_breakdown,False,ORR West 1,High,Banashankari,12.9273789,77.5470363,7,6,4,42.17753376666667,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Banashankari,12.930013,77.5667405,8,6,4,49.50281723333333,<=1hr
unplanned,vehicle_breakdown,False,ORR North 2,High,Jalahalli,13.0429949,77.5511954,9,6,4,59.8490193,<=1hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Chamarajpet,12.9603222,77.5572047,19,6,4,49.959164333333334,<=1hr
planned,procession,False,Non-corridor,Low,Malleshwaram,12.99838,77.5713867,20,6,4,91.63820131666667,1-6hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Sadashivanagar,13.010548,77.5837153,21,6,4,10.468071333333334,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.0209143,77.7112687,2,0,4,16.323145383333333,<=1hr
unplanned,water_logging,False,West of Chord Road,High,Malleshwaram,12.9995264,77.5510152,9,0,4,12737.887007966667,>24hr
unplanned,others,False,Non-corridor,Low,Malleshwaram,12.9992364,77.5713166,7,0,4,25.01378635,<=1hr
unplanned,vehicle_breakdown,False,Old Madras Road,High,Halasur,12.9755238,77.620293,2,0,4,26.570824366666667,<=1hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Sadashivanagar,12.9985042,77.5844064,3,0,4,51.01353958333333,<=1hr
unplanned,water_logging,False,Non-corridor,Low,Electronic City,12.8402003,77.677072,7,0,4,34.769885716666664,<=1hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Peenya,13.0441064,77.5089747,11,0,4,35.686632450000005,<=1hr
unplanned,others,False,Non-corridor,Low,Adugodi,12.9422522,77.6225761,7,1,12,165530.8617442,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Electronic City,12.8193862,77.6890097,21,5,11,37.67183235,<=1hr
unplanned,construction,False,Airport New South Road,High,Hennuru,13.0395661,77.6412265,19,0,1,364.60111866666665,6-24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jnanabharathi,12.9611105,77.5103384,6,1,11,92.59100211666667,1-6hr
unplanned,vehicle_breakdown,False,Bellary Road 2,High,Chikkajala,13.1643301,77.6309231,6,5,11,133.6017457,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Devanahalli Airport,13.2210345,77.6822537,5,1,11,58.11503883333333,<=1hr
unplanned,tree_fall,False,Bellary Road 1,High,Kodigehalli,13.0239336,77.5833386,1,1,1,235.45923915,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Electronic City,12.8394,77.65426,7,1,1,86.67813828333333,1-6hr
unplanned,construction,False,Non-corridor,Low,Chikkajala,13.1850133,77.6984583,8,1,1,1080.7534168166667,6-24hr
unplanned,vehicle_breakdown,False,Bellary Road 2,High,Kodigehalli,13.1827536,77.5739465,20,5,12,25.09538858333333,<=1hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Kodigehalli,13.0280608,77.5858748,19,1,11,73.43753403333334,1-6hr
unplanned,others,False,Non-corridor,Low,K.R. Pura,13.0057285,77.6861351,19,1,11,24696.55389576667,>24hr
unplanned,construction,False,Non-corridor,Low,Chikkajala,13.1202435,77.6682476,5,3,12,21119.46551725,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Electronic City,12.840935,77.6496567,23,4,12,133.06417406666665,1-6hr
unplanned,procession,True,Non-corridor,Low,Whitefield,12.8874767,77.7372183,8,0,12,38.40874121666666,<=1hr
unplanned,accident,False,Non-corridor,Low,Chikkajala,13.1877011,77.7119109,23,0,12,43.29526675,<=1hr
unplanned,road_conditions,False,Bellary Road 1,High,Sadashivanagar,13.0041838,77.5839763,22,1,11,86701.91650806667,>24hr
unplanned,accident,False,Non-corridor,Low,Electronic City,12.8445617,77.6732867,0,3,12,77.25445518333332,1-6hr
unplanned,accident,False,Non-corridor,Low,Electronic City,12.8375952,77.6788445,1,3,12,57.72944888333333,<=1hr
unplanned,others,False,Non-corridor,Low,Hennuru,13.0528197,77.6459627,3,2,1,38902.61750921667,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Whitefield,12.9692815,77.7357346,4,2,1,51.47168045,<=1hr
unplanned,accident,False,Bellary Road 2,High,Chikkajala,13.1853883,77.6418683,2,2,1,29.787725583333334,<=1hr
unplanned,vehicle_breakdown,False,ORR West 1,High,Banashankari,12.9140108,77.5673732,21,1,1,26.65322595,<=1hr
unplanned,vehicle_breakdown,False,ORR North 1,High,Banaswadi,12.9999986,77.6634061,21,1,1,34.82160695,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.005755,77.6904483,22,1,1,23.468869533333336,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Hennuru,13.0442709,77.6432677,23,1,1,9.259744333333334,<=1hr
unplanned,vehicle_breakdown,False,ORR North 2,High,Jalahalli,13.0431317,77.5512583,0,2,1,73.26354786666667,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jnanabharathi,12.9717905,77.5075445,0,3,1,17.014181316666665,<=1hr
unplanned,tree_fall,False,Non-corridor,Low,Rajajinagar,13.0142186,77.5305288,8,2,1,15661.082457333334,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Banaswadi,13.0196125,77.6738748,8,3,1,76.8051597,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Electronic City,12.8405554,77.6518242,21,2,1,103.64548719999999,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jnanabharathi,12.974094,77.508972,22,2,1,12.0260546,<=1hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Yeshwanthpura,13.026353,77.544093,3,3,1,28.985925033333334,<=1hr
unplanned,construction,True,Old Airport Road,High,HAL Old Airport,12.957165,77.6746067,12,3,1,46919.26029201667,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.0266391,77.7214589,18,3,1,58.999642466666664,<=1hr
unplanned,vehicle_breakdown,False,ORR North 2,High,Jalahalli,12.8713593,77.530622,7,2,11,91.40762088333332,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Mico Layout,12.9233342,77.6099015,20,3,1,70.21878856666667,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jnanabharathi,12.9666372,77.5048395,8,2,11,75.99562091666667,1-6hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Hebbala,13.0514702,77.5942456,19,2,11,119.66875773333332,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.S. Layout,12.8951843,77.5551185,21,3,1,66.1186007,1-6hr
unplanned,vehicle_breakdown,False,ORR North 1,High,Banaswadi,12.9979702,77.6627056,22,2,11,52.80341505,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Mahadevapura,13.0037533,77.7569917,5,4,1,30.2210109,<=1hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,R.T. Nagar,13.0187717,77.586025,6,4,1,111.53120048333334,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.0005187,77.7120899,0,4,1,120.12128181666667,1-6hr
unplanned,vehicle_breakdown,False,ORR North 1,High,Hebbala,13.0419433,77.5969833,0,3,11,19.141461233333334,<=1hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Kengeri,12.9068891,77.4736058,3,3,11,7.899234916666667,<=1hr
unplanned,road_conditions,False,Non-corridor,Low,Hennuru,13.0664309,77.6407721,5,3,11,2592.6318681333337,>24hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Hebbala,13.0493842,77.5930447,11,4,1,7.709397766666667,<=1hr
unplanned,vehicle_breakdown,False,ORR East 1,High,Bellandur,12.9234754,77.6560202,19,4,1,33.951876483333336,<=1hr
unplanned,others,False,Non-corridor,Low,Byatarayanapura,12.95122,77.5212583,21,3,11,20191.544604266666,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jalahalli,13.0549185,77.5348111,21,3,11,45.277387833333336,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Hennuru,13.0527934,77.6460881,20,4,1,87.5886433,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Bellandur,12.91371,77.6783083,21,3,11,147.50678613333332,1-6hr
unplanned,vehicle_breakdown,False,ORR East 1,High,Bellandur,12.9230219,77.6566549,23,3,11,79.75770394999999,1-6hr
unplanned,congestion,False,Non-corridor,Low,Yeshwanthpura,13.03439169,77.55736917,2,4,12,8.53112645,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Whitefield,12.9383623,77.7468821,1,4,12,107.99300908333333,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Yeshwanthpura,13.03439169,77.55736917,3,4,12,15.054321499999999,<=1hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Yeshwanthpura,13.025843,77.5446395,3,4,12,71.66411911666667,1-6hr
unplanned,vehicle_breakdown,False,Magadi Road,High,Magadi Road,12.9757351,77.5595824,5,5,1,23.924992883333335,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jalahalli,13.0549018,77.5346642,9,4,12,52.7526632,<=1hr
unplanned,pot_holes,False,Bellary Road 1,High,Sadashivanagar,13.0042053,77.5840091,21,4,12,156021.80007816668,>24hr
unplanned,construction,True,Non-corridor,Low,Yeshwanthpura,13.0346801,77.5572821,23,4,12,212.49775946666665,1-6hr
unplanned,road_conditions,True,Non-corridor,Low,Hennuru,13.0664221,77.6407649,2,5,12,106736.8868303,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.0197615,77.7092792,21,5,1,22.6700687,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jnanabharathi,12.9658795,77.5049199,22,5,1,46.14128001666666,<=1hr
unplanned,others,False,Bellary Road 1,High,Sadashivanagar,13.0014127,77.5837418,7,5,12,1019.0574604,6-24hr
unplanned,vehicle_breakdown,True,Hennur Main Road,High,Chikkajala,13.1232782,77.6384588,0,6,1,31.50097945,<=1hr
unplanned,vehicle_breakdown,False,ORR East 2,High,Mahadevapura,12.9752846,77.6976675,1,6,1,31.0078949,<=1hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Kodigehalli,13.03484,77.5887367,0,6,12,14.120967933333333,<=1hr
unplanned,others,False,Non-corridor,Low,Bellandur,12.901645,77.6605213,20,4,1,15875.949770883333,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Peenya,13.04756,77.5003067,2,6,12,37.96253371666667,<=1hr
unplanned,others,False,Bellary Road 1,High,Kodigehalli,13.0240081,77.5849244,4,6,12,15.16647845,<=1hr
unplanned,others,False,Non-corridor,Low,Kamakshipalya,12.987525,77.475115,9,6,1,43.93024606666667,<=1hr
unplanned,others,False,Non-corridor,Low,Whitefield,12.9508048,77.7175179,6,6,12,36.25226046666667,<=1hr
unplanned,vehicle_breakdown,False,Magadi Road,High,Kamakshipalya,12.983316,77.5303271,7,6,12,17.286109166666666,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jalahalli,13.0501267,77.526015,7,6,12,81.40570293333333,1-6hr
unplanned,road_conditions,False,Non-corridor,Low,Whitefield,12.9400211,77.7473129,2,4,11,152367.86955186666,>24hr
unplanned,pot_holes,False,Bannerghata Road,High,Hulimavu,12.8661065,77.5919105,7,4,11,154130.60289468334,>24hr
unplanned,pot_holes,False,Non-corridor,Low,Rajajinagar,13.021037,77.5281404,5,5,1,76350.49293613333,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Mahadevapura,12.9951755,77.7580241,7,4,11,45.65551266666667,<=1hr
unplanned,vehicle_breakdown,False,Magadi Road,High,Kamakshipalya,12.9894968,77.506296,6,5,1,32.2544127,<=1hr
unplanned,water_logging,False,Old Airport Road,High,HAL Old Airport,12.9561567,77.6939233,4,3,1,23188.352797733332,>24hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Sadashivanagar,12.9993949,77.5837931,7,5,1,27.512111066666666,<=1hr
unplanned,construction,False,Non-corridor,Low,Hennuru,13.0530017,77.6458557,23,6,12,422.84670481666666,6-24hr
unplanned,vehicle_breakdown,True,Non-corridor,Low,K.R. Pura,13.0195425,77.7085296,3,0,12,79.95452736666667,1-6hr
unplanned,others,False,Non-corridor,Low,Mahadevapura,13.0007396,77.7574561,18,5,1,33272.25091785,>24hr
unplanned,vehicle_breakdown,True,ORR North 2,High,Yeshwanthpura,13.0361679,77.5416999,12,5,11,47.18853848333333,<=1hr
unplanned,pot_holes,False,Bellary Road 1,High,Sadashivanagar,13.0059981,77.5837972,21,5,1,40892.69611681667,>24hr
unplanned,vehicle_breakdown,False,ORR North 2,High,Jalahalli,13.0442533,77.5479436,20,1,12,119.49004745,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.0050171,77.6844668,23,5,1,29.950958099999998,<=1hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Kodigehalli,13.0365267,77.589335,20,5,11,84.78185871666666,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Kamakshipalya,12.9857398,77.479266,0,6,1,104.65397676666666,1-6hr
unplanned,road_conditions,False,Non-corridor,Low,Whitefield,12.9399903,77.7473462,21,5,11,102549.47690223333,>24hr
unplanned,vehicle_breakdown,False,Hosur Road,High,Electronic City,12.8792647,77.6466964,0,6,1,40.8658856,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.02598,77.7200833,21,1,12,117.56678289999999,1-6hr
unplanned,vehicle_breakdown,False,Bellary Road 2,High,Chikkajala,13.1770041,77.6364868,5,6,1,61.77776111666667,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.0199901,77.7095006,5,6,1,17.657173883333332,<=1hr
unplanned,others,False,Non-corridor,Low,Bellandur,12.9017161,77.6605373,7,6,1,13799.267761866668,>24hr
unplanned,road_conditions,False,Non-corridor,Low,Jnanabharathi,12.9642324,77.5124845,21,6,1,7198.283467300001,>24hr
unplanned,others,False,ORR North 2,High,Jalahalli,13.0414407,77.5458546,0,2,12,88.33196928333334,1-6hr
unplanned,road_conditions,False,Bellary Road 1,High,Sadashivanagar,13.0042309,77.5839751,2,2,12,1080.0639681999999,6-24hr
unplanned,others,False,Non-corridor,Low,K.R. Pura,13.0268667,77.7211683,5,2,12,34.33242193333333,<=1hr
unplanned,others,False,Magadi Road,High,Kamakshipalya,12.9831369,77.5305137,8,2,12,10844.819870333333,>24hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Sadashivanagar,12.997957,77.5843292,5,0,1,66.08000601666667,1-6hr
unplanned,construction,False,Non-corridor,Low,Hennuru,13.0520864,77.6458472,20,5,1,2088.7512201166664,>24hr
unplanned,road_conditions,False,Airport New South Road,High,Hennuru,13.0405253,77.6416766,19,0,11,413.53389055,6-24hr
unplanned,pot_holes,False,Non-corridor,Low,Banaswadi,13.0056262,77.6382993,19,0,11,112622.03816043334,>24hr
unplanned,construction,False,ORR East 1,High,HAL Old Airport,12.9468698,77.6988692,20,0,11,72119.4349741,>24hr
unplanned,vehicle_breakdown,True,Non-corridor,Low,K.R. Pura,13.0197796,77.7095576,9,0,1,29.330081749999998,<=1hr
unplanned,accident,False,Bellary Road 1,High,High ground,12.9968495,77.5847935,20,0,11,77.10802596666667,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Whitefield,12.9669599,77.7484269,18,0,1,15.805486683333333,<=1hr
unplanned,pot_holes,False,ORR East 1,High,HAL Old Airport,12.9522803,77.7002234,21,0,11,4312.2463811,>24hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,R.T. Nagar,13.0266017,77.5872681,2,0,1,36.41474506666667,<=1hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Yeshwanthpura,13.0264842,77.5448307,20,0,1,84.17469084999999,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.0197731,77.7087354,2,0,1,68.62886456666666,1-6hr
unplanned,accident,False,Non-corridor,Low,Yelahanka,13.0841133,77.5518104,5,1,11,36.671183766666665,<=1hr
unplanned,vehicle_breakdown,False,Varthur Road,High,Whitefield,12.95636169,77.73183671,2,3,12,7.910359416666666,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Kodigehalli,13.05972511,77.57677197,3,0,1,16.803901183333334,<=1hr
unplanned,vehicle_breakdown,True,Non-corridor,Low,Bellandur,12.9137134,77.6775778,20,0,1,43.907098983333334,<=1hr
unplanned,road_conditions,False,Non-corridor,Low,K.R. Pura,13.0050412,77.6856826,21,0,1,144360.8910032,>24hr
unplanned,vehicle_breakdown,False,ORR West 1,High,K.S. Layout,12.9113033,77.5670083,4,3,12,96.01973389999999,1-6hr
