event_cause,corridor,requires_road_closure,duration_bucket,duration_min
vehicle_breakdown,Non-corridor,False,1-6hr,149.70177753333334
others,Non-corridor,False,<=1hr,31.60635735
vehicle_breakdown,Non-corridor,False,<=1hr,42.76717533333333
vehicle_breakdown,Non-corridor,False,1-6hr,82.94842686666667
pot_holes,Old Madras Road,False,>24hr,4444.951326083334
vehicle_breakdown,Tumkur Road,False,1-6hr,117.5478197
vehicle_breakdown,Magadi Road,False,1-6hr,82.63382763333334
vehicle_breakdown,Tumkur Road,False,<=1hr,9.90734335
accident,Tumkur Road,False,<=1hr,26.873762566666667
vehicle_breakdown,IRR(Thanisandra road),False,1-6hr,60.60606776666667
pot_holes,Non-corridor,False,1-6hr,103.51557583333333
vehicle_breakdown,Mysore Road,False,1-6hr,103.61959628333334
tree_fall,Non-corridor,True,<=1hr,53.07258183333333
vehicle_breakdown,Bellary Road 1,False,1-6hr,116.56037328333333
water_logging,Magadi Road,False,1-6hr,256.12679966666667
tree_fall,Bellary Road 1,False,6-24hr,1266.6776086833333
water_logging,Bellary Road 1,False,>24hr,2756.454794866667
vehicle_breakdown,ORR West 1,False,<=1hr,42.17753376666667
vehicle_breakdown,Non-corridor,False,<=1hr,49.50281723333333
vehicle_breakdown,ORR North 2,False,<=1hr,59.8490193
vehicle_breakdown,Mysore Road,False,<=1hr,49.959164333333334
procession,Non-corridor,False,1-6hr,91.63820131666667
vehicle_breakdown,Bellary Road 1,False,<=1hr,10.468071333333334
vehicle_breakdown,Non-corridor,False,<=1hr,16.323145383333333
water_logging,West of Chord Road,False,>24hr,12737.887007966667
others,Non-corridor,False,<=1hr,25.01378635
vehicle_breakdown,Old Madras Road,False,<=1hr,26.570824366666667
vehicle_breakdown,Bellary Road 1,False,<=1hr,51.01353958333333
water_logging,Non-corridor,False,<=1hr,34.769885716666664
vehicle_breakdown,Tumkur Road,False,<=1hr,35.686632450000005
others,Non-corridor,False,>24hr,165530.8617442
vehicle_breakdown,Non-corridor,False,<=1hr,37.67183235
construction,Airport New South Road,False,6-24hr,364.60111866666665
vehicle_breakdown,Non-corridor,False,1-6hr,92.59100211666667
vehicle_breakdown,Bellary Road 2,False,1-6hr,133.6017457
vehicle_breakdown,Non-corridor,False,<=1hr,58.11503883333333
tree_fall,Bellary Road 1,False,1-6hr,235.45923915
vehicle_breakdown,Non-corridor,False,1-6hr,86.67813828333333
construction,Non-corridor,False,6-24hr,1080.7534168166667
vehicle_breakdown,Bellary Road 2,False,<=1hr,25.09538858333333
vehicle_breakdown,Bellary Road 1,False,1-6hr,73.43753403333334
others,Non-corridor,False,>24hr,24696.55389576667
construction,Non-corridor,False,>24hr,21119.46551725
vehicle_breakdown,Non-corridor,False,1-6hr,133.06417406666665
procession,Non-corridor,True,<=1hr,38.40874121666666
accident,Non-corridor,False,<=1hr,43.29526675
road_conditions,Bellary Road 1,False,>24hr,86701.91650806667
accident,Non-corridor,False,1-6hr,77.25445518333332
accident,Non-corridor,False,<=1hr,57.72944888333333
others,Non-corridor,False,>24hr,38902.61750921667
vehicle_breakdown,Non-corridor,False,<=1hr,51.47168045
accident,Bellary Road 2,False,<=1hr,29.787725583333334
vehicle_breakdown,ORR West 1,False,<=1hr,26.65322595
vehicle_breakdown,ORR North 1,False,<=1hr,34.82160695
vehicle_breakdown,Non-corridor,False,<=1hr,23.468869533333336
vehicle_breakdown,Non-corridor,False,<=1hr,9.259744333333334
vehicle_breakdown,ORR North 2,False,1-6hr,73.26354786666667
vehicle_breakdown,Non-corridor,False,<=1hr,17.014181316666665
tree_fall,Non-corridor,False,>24hr,15661.082457333334
vehicle_breakdown,Non-corridor,False,1-6hr,76.8051597
vehicle_breakdown,Non-corridor,False,1-6hr,103.64548719999999
vehicle_breakdown,Non-corridor,False,<=1hr,12.0260546
vehicle_breakdown,Tumkur Road,False,<=1hr,28.985925033333334
construction,Old Airport Road,True,>24hr,46919.26029201667
vehicle_breakdown,Non-corridor,False,<=1hr,58.999642466666664
vehicle_breakdown,ORR North 2,False,1-6hr,91.40762088333332
vehicle_breakdown,Non-corridor,False,1-6hr,70.21878856666667
vehicle_breakdown,Non-corridor,False,1-6hr,75.99562091666667
vehicle_breakdown,Bellary Road 1,False,1-6hr,119.66875773333332
vehicle_breakdown,Non-corridor,False,1-6hr,66.1186007
vehicle_breakdown,ORR North 1,False,<=1hr,52.80341505
vehicle_breakdown,Non-corridor,False,<=1hr,30.2210109
vehicle_breakdown,Bellary Road 1,False,1-6hr,111.53120048333334
vehicle_breakdown,Non-corridor,False,1-6hr,120.12128181666667
vehicle_breakdown,ORR North 1,False,<=1hr,19.141461233333334
vehicle_breakdown,Mysore Road,False,<=1hr,7.899234916666667
road_conditions,Non-corridor,False,>24hr,2592.6318681333337
vehicle_breakdown,Bellary Road 1,False,<=1hr,7.709397766666667
vehicle_breakdown,ORR East 1,False,<=1hr,33.951876483333336
others,Non-corridor,False,>24hr,20191.544604266666
vehicle_breakdown,Non-corridor,False,<=1hr,45.277387833333336
vehicle_breakdown,Non-corridor,False,1-6hr,87.5886433
vehicle_breakdown,Non-corridor,False,1-6hr,147.50678613333332
vehicle_breakdown,ORR East 1,False,1-6hr,79.75770394999999
congestion,Non-corridor,False,<=1hr,8.53112645
vehicle_breakdown,Non-corridor,False,1-6hr,107.99300908333333
vehicle_breakdown,Non-corridor,False,<=1hr,15.054321499999999
vehicle_breakdown,Tumkur Road,False,1-6hr,71.66411911666667
vehicle_breakdown,Magadi Road,False,<=1hr,23.924992883333335
vehicle_breakdown,Non-corridor,False,<=1hr,52.7526632
pot_holes,Bellary Road 1,False,>24hr,156021.80007816668
construction,Non-corridor,True,1-6hr,212.49775946666665
road_conditions,Non-corridor,True,>24hr,106736.8868303
vehicle_breakdown,Non-corridor,False,<=1hr,22.6700687
vehicle_breakdown,Non-corridor,False,<=1hr,46.14128001666666
others,Bellary Road 1,False,6-24hr,1019.0574604
vehicle_breakdown,Hennur Main Road,True,<=1hr,31.50097945
vehicle_breakdown,ORR East 2,False,<=1hr,31.0078949
vehicle_breakdown,Bellary Road 1,False,<=1hr,14.120967933333333
others,Non-corridor,False,>24hr,15875.949770883333
vehicle_breakdown,Non-corridor,False,<=1hr,37.96253371666667
others,Bellary Road 1,False,<=1hr,15.16647845
others,Non-corridor,False,<=1hr,43.93024606666667
others,Non-corridor,False,<=1hr,36.25226046666667
vehicle_breakdown,Magadi Road,False,<=1hr,17.286109166666666
vehicle_breakdown,Non-corridor,False,1-6hr,81.40570293333333
road_conditions,Non-corridor,False,>24hr,152367.86955186666
pot_holes,Bannerghata Road,False,>24hr,154130.60289468334
pot_holes,Non-corridor,False,>24hr,76350.49293613333
vehicle_breakdown,Non-corridor,False,<=1hr,45.65551266666667
vehicle_breakdown,Magadi Road,False,<=1hr,32.2544127
water_logging,Old Airport Road,False,>24hr,23188.352797733332
vehicle_breakdown,Bellary Road 1,False,<=1hr,27.512111066666666
construction,Non-corridor,False,6-24hr,422.84670481666666
vehicle_breakdown,Non-corridor,True,1-6hr,79.95452736666667
others,Non-corridor,False,>24hr,33272.25091785
vehicle_breakdown,ORR North 2,True,<=1hr,47.18853848333333
pot_holes,Bellary Road 1,False,>24hr,40892.69611681667
vehicle_breakdown,ORR North 2,False,1-6hr,119.49004745
vehicle_breakdown,Non-corridor,False,<=1hr,29.950958099999998
vehicle_breakdown,Bellary Road 1,False,1-6hr,84.78185871666666
vehicle_breakdown,Non-corridor,False,1-6hr,104.65397676666666
road_conditions,Non-corridor,False,>24hr,102549.47690223333
vehicle_breakdown,Hosur Road,False,<=1hr,40.8658856
vehicle_breakdown,Non-corridor,False,1-6hr,117.56678289999999
vehicle_breakdown,Bellary Road 2,False,1-6hr,61.77776111666667
vehicle_breakdown,Non-corridor,False,<=1hr,17.657173883333332
others,Non-corridor,False,>24hr,13799.267761866668
road_conditions,Non-corridor,False,>24hr,7198.283467300001
others,ORR North 2,False,1-6hr,88.33196928333334
road_conditions,Bellary Road 1,False,6-24hr,1080.0639681999999
others,Non-corridor,False,<=1hr,34.33242193333333
others,Magadi Road,False,>24hr,10844.819870333333
vehicle_breakdown,Bellary Road 1,False,1-6hr,66.08000601666667
construction,Non-corridor,False,>24hr,2088.7512201166664
road_conditions,Airport New South Road,False,6-24hr,413.53389055
pot_holes,Non-corridor,False,>24hr,112622.03816043334
construction,ORR East 1,False,>24hr,72119.4349741
vehicle_breakdown,Non-corridor,True,<=1hr,29.330081749999998
accident,Bellary Road 1,False,1-6hr,77.10802596666667
vehicle_breakdown,Non-corridor,False,<=1hr,15.805486683333333
pot_holes,ORR East 1,False,>24hr,4312.2463811
vehicle_breakdown,Bellary Road 1,False,<=1hr,36.41474506666667
vehicle_breakdown,Tumkur Road,False,1-6hr,84.17469084999999
vehicle_breakdown,Non-corridor,False,1-6hr,68.62886456666666
accident,Non-corridor,False,<=1hr,36.671183766666665
vehicle_breakdown,Varthur Road,False,<=1hr,7.910359416666666
vehicle_breakdown,Non-corridor,False,<=1hr,16.803901183333334
vehicle_breakdown,Non-corridor,True,<=1hr,43.907098983333334
road_conditions,Non-corridor,False,>24hr,144360.8910032
vehicle_breakdown,ORR West 1,False,1-6hr,96.01973389999999
others,Magadi Road,False,>24hr,6519.404712766667
vehicle_breakdown,Mysore Road,False,1-6hr,96.76755278333333
water_logging,Non-corridor,True,>24hr,4694.001404166667
construction,Airport New South Road,False,>24hr,20166.6354915
pot_holes,Magadi Road,False,>24hr,8267.722609033333
vehicle_breakdown,Mysore Road,False,1-6hr,112.81719833333334
vehicle_breakdown,Magadi Road,False,<=1hr,8.331595366666667
construction,Non-corridor,False,>24hr,68373.367226
vehicle_breakdown,Hosur Road,False,1-6hr,76.14695535000001
protest,Non-corridor,False,<=1hr,18.243379033333333
vehicle_breakdown,Magadi Road,False,<=1hr,34.93821658333333
others,Bellary Road 1,True,1-6hr,75.32430751666668
others,ORR North 2,False,>24hr,38141.9171995
vehicle_breakdown,Non-corridor,False,<=1hr,13.8765319
vehicle_breakdown,ORR East 1,False,<=1hr,13.849933383333333
road_conditions,Airport New South Road,True,6-24hr,875.3519315
accident,ORR East 1,False,<=1hr,29.571941783333333
vehicle_breakdown,Non-corridor,True,<=1hr,58.34383913333333
vehicle_breakdown,Non-corridor,False,<=1hr,55.27947091666667
vehicle_breakdown,Mysore Road,False,<=1hr,53.3287807
vehicle_breakdown,Non-corridor,False,1-6hr,61.12860748333333
vehicle_breakdown,Non-corridor,False,1-6hr,98.90068815
tree_fall,Non-corridor,False,1-6hr,90.51336833333333
others,Non-corridor,False,>24hr,5387.863340333333
vehicle_breakdown,Magadi Road,False,<=1hr,49.2026263
accident,Non-corridor,False,1-6hr,107.37691118333333
vehicle_breakdown,Bellary Road 1,False,<=1hr,8.5709438
vehicle_breakdown,Non-corridor,False,<=1hr,10.310373033333333
vehicle_breakdown,ORR East 1,False,1-6hr,89.75760016666666
others,West of Chord Road,False,>24hr,11636.469045233333
vehicle_breakdown,Non-corridor,False,<=1hr,57.23335346666667
vehicle_breakdown,Non-corridor,False,<=1hr,55.859611666666666
vehicle_breakdown,Non-corridor,False,1-6hr,86.91129488333333
vehicle_breakdown,Non-corridor,True,1-6hr,91.56274088333333
vehicle_breakdown,ORR North 2,False,1-6hr,70.69381796666667
others,Non-corridor,False,<=1hr,44.664516866666666
others,Tumkur Road,False,>24hr,16269.432034
vehicle_breakdown,ORR North 2,False,<=1hr,7.5481027166666665
others,ORR North 2,False,1-6hr,112.90304878333333
vehicle_breakdown,Bellary Road 1,False,<=1hr,33.71249048333333
vehicle_breakdown,Non-corridor,False,<=1hr,46.53765805
vehicle_breakdown,Bellary Road 1,False,<=1hr,52.97608373333333
vehicle_breakdown,Non-corridor,False,1-6hr,98.72606275
vehicle_breakdown,Non-corridor,False,<=1hr,39.28716648333333
vehicle_breakdown,Non-corridor,False,<=1hr,32.548574
others,Bellary Road 1,False,6-24hr,452.1203694833333
others,ORR North 2,False,1-6hr,142.48538508333334
pot_holes,Bellary Road 1,False,>24hr,5702.2693427
vehicle_breakdown,Non-corridor,False,<=1hr,14.0151522
others,ORR North 2,False,1-6hr,205.8966446
vehicle_breakdown,Bellary Road 1,False,1-6hr,94.6911131
vehicle_breakdown,Non-corridor,False,<=1hr,17.692932883333334
accident,Non-corridor,False,<=1hr,26.38407085
vehicle_breakdown,Non-corridor,False,<=1hr,38.401426900000004
vehicle_breakdown,ORR North 1,False,<=1hr,22.08807725
vehicle_breakdown,ORR East 2,False,1-6hr,72.49902041666665
vehicle_breakdown,Bellary Road 1,False,<=1hr,40.69936873333334
vehicle_breakdown,Bellary Road 2,False,<=1hr,43.00044726666667
water_logging,Non-corridor,False,>24hr,111033.35087531667
construction,Non-corridor,True,>24hr,6237.622645016667
vehicle_breakdown,ORR East 1,False,<=1hr,12.876541900000001
vehicle_breakdown,Non-corridor,False,<=1hr,52.71905041666666
vehicle_breakdown,Non-corridor,False,1-6hr,62.614986433333335
construction,Non-corridor,False,6-24hr,1436.9409212833334
others,Bellary Road 1,False,1-6hr,185.81082023333332
vehicle_breakdown,Non-corridor,False,<=1hr,32.470111116666665
vehicle_breakdown,Bellary Road 2,False,1-6hr,74.9959374
vehicle_breakdown,Non-corridor,False,<=1hr,14.4955594
vehicle_breakdown,Bellary Road 2,False,1-6hr,68.20895490000001
construction,Non-corridor,False,>24hr,7661.4715138
others,Non-corridor,False,6-24hr,392.16103275
construction,Non-corridor,False,>24hr,20735.9101073
vehicle_breakdown,Bellary Road 1,True,1-6hr,83.15135861666666
vehicle_breakdown,Bellary Road 1,False,<=1hr,40.08785518333333
vehicle_breakdown,Bellary Road 1,False,1-6hr,85.08149098333334
vehicle_breakdown,Bellary Road 1,False,1-6hr,65.8663165
vehicle_breakdown,Non-corridor,False,1-6hr,102.04546606666666
others,Airport New South Road,False,<=1hr,16.642737933333333
pot_holes,ORR North 1,False,>24hr,50612.1207621
pot_holes,Non-corridor,False,>24hr,106886.48712363333
vehicle_breakdown,ORR East 2,False,<=1hr,6.547450666666666
vehicle_breakdown,Non-corridor,False,<=1hr,41.68275345
vehicle_breakdown,Non-corridor,False,<=1hr,40.976809116666665
vehicle_breakdown,Magadi Road,False,1-6hr,60.05368791666667
vehicle_breakdown,Non-corridor,False,<=1hr,7.317652333333333
vehicle_breakdown,Non-corridor,False,1-6hr,99.16390298333334
vehicle_breakdown,ORR North 2,False,<=1hr,9.211240083333333
vehicle_breakdown,ORR North 2,False,<=1hr,11.609703566666667
vehicle_breakdown,Non-corridor,False,<=1hr,10.431269066666665
vehicle_breakdown,ORR North 1,False,<=1hr,16.300484133333335
others,ORR North 2,False,<=1hr,13.802722683333334
vehicle_breakdown,Non-corridor,False,1-6hr,168.7313624
vehicle_breakdown,Non-corridor,False,1-6hr,92.39337251666667
vehicle_breakdown,Magadi Road,False,1-6hr,79.66424116666667
vehicle_breakdown,Bellary Road 1,False,<=1hr,40.299746033333335
vehicle_breakdown,Non-corridor,False,<=1hr,45.618598600000006
vehicle_breakdown,ORR North 2,False,<=1hr,26.215256266666664
vehicle_breakdown,Bellary Road 1,False,1-6hr,61.22423801666666
pot_holes,ORR East 1,False,6-24hr,1319.2296099500002
others,Magadi Road,False,>24hr,22794.13647255
vehicle_breakdown,ORR East 1,False,1-6hr,89.64109846666666
vehicle_breakdown,Non-corridor,False,<=1hr,12.877330833333334
construction,Non-corridor,False,>24hr,17588.1536572
vehicle_breakdown,Non-corridor,False,<=1hr,44.05130068333334
vehicle_breakdown,Non-corridor,False,1-6hr,156.2564053
vehicle_breakdown,ORR East 2,False,<=1hr,29.160188716666667
vehicle_breakdown,Non-corridor,False,<=1hr,45.4172374
vehicle_breakdown,Bellary Road 1,False,1-6hr,60.449528900000004
road_conditions,ORR North 1,False,>24hr,23297.963916116667
construction,Airport New South Road,False,6-24hr,419.0733540666667
others,Old Airport Road,False,>24hr,24523.369963416666
vehicle_breakdown,Non-corridor,False,<=1hr,52.3679289
others,Bellary Road 1,False,<=1hr,43.06716361666667
procession,Magadi Road,False,1-6hr,120.45697526666666
vehicle_breakdown,Bellary Road 2,False,1-6hr,87.68711406666667
others,Non-corridor,False,>24hr,72905.74388856668
vehicle_breakdown,Bellary Road 1,False,1-6hr,90.95093136666667
vehicle_breakdown,Tumkur Road,False,<=1hr,32.2092193
construction,Non-corridor,False,<=1hr,3.4467353833333334
construction,Non-corridor,True,1-6hr,329.12024915
others,Bellary Road 1,False,>24hr,156819.97824168333
vehicle_breakdown,Non-corridor,False,1-6hr,63.62485048333333
road_conditions,Non-corridor,False,>24hr,155478.4923316
others,ORR North 2,False,<=1hr,15.641905283333333
vehicle_breakdown,Non-corridor,False,<=1hr,31.049118983333337
vehicle_breakdown,Hennur Main Road,False,<=1hr,50.382559799999996
vehicle_breakdown,Bellary Road 2,False,<=1hr,44.61752728333333
vehicle_breakdown,Non-corridor,False,<=1hr,41.34313795
others,ORR North 2,False,1-6hr,74.58705141666665
vehicle_breakdown,Varthur Road,False,<=1hr,54.53153316666667
vehicle_breakdown,Bellary Road 1,False,1-6hr,96.51823415
vehicle_breakdown,Non-corridor,False,<=1hr,15.559016000000002
vehicle_breakdown,Non-corridor,True,<=1hr,6.640204833333333
others,Non-corridor,False,1-6hr,79.93364358333334
vehicle_breakdown,ORR North 1,False,<=1hr,36.747132416666666
others,Non-corridor,False,>24hr,4396.209827066667
vehicle_breakdown,Non-corridor,False,<=1hr,8.764527933333333
vehicle_breakdown,Non-corridor,False,1-6hr,68.46058618333333
others,Non-corridor,False,>24hr,24467.304723499998
vehicle_breakdown,Bellary Road 2,False,1-6hr,79.22377388333332
pot_holes,Magadi Road,False,6-24hr,1358.3815949666666
others,Non-corridor,False,>24hr,1553.7663699333332
water_logging,Non-corridor,True,>24hr,61905.91178031667
pot_holes,Non-corridor,True,<=1hr,9.656423833333333
vehicle_breakdown,Non-corridor,False,<=1hr,18.1232739
vehicle_breakdown,Bellary Road 1,False,<=1hr,9.0990085
water_logging,Non-corridor,False,>24hr,61902.39153498333
vehicle_breakdown,West of Chord Road,False,<=1hr,38.17363073333333
vehicle_breakdown,Magadi Road,False,<=1hr,8.908011233333333
vehicle_breakdown,Non-corridor,False,1-6hr,115.30609676666667
water_logging,Bellary Road 1,False,>24hr,15314.7179243
road_conditions,Non-corridor,False,<=1hr,18.664876366666665
vehicle_breakdown,Bellary Road 1,False,<=1hr,7.330868683333334
procession,Non-corridor,False,1-6hr,166.81366601666664
vehicle_breakdown,Non-corridor,False,1-6hr,105.27233006666667
others,Magadi Road,False,<=1hr,48.009267783333335
construction,Bellary Road 1,False,<=1hr,5.682947016666666
vehicle_breakdown,Mysore Road,False,<=1hr,34.983110116666666
vehicle_breakdown,Bellary Road 1,False,1-6hr,110.57912203333333
vehicle_breakdown,Non-corridor,False,<=1hr,29.094076266666665
vehicle_breakdown,Tumkur Road,False,<=1hr,19.710776516666666
tree_fall,Magadi Road,True,1-6hr,91.44109088333333
others,Bellary Road 1,False,>24hr,10351.729160066667
vehicle_breakdown,Non-corridor,False,<=1hr,24.450349916666667
road_conditions,Bellary Road 1,True,>24hr,12558.5281999
vehicle_breakdown,Varthur Road,False,1-6hr,139.90008856666665
vehicle_breakdown,Non-corridor,False,1-6hr,90.77372385
vehicle_breakdown,ORR East 1,False,6-24hr,980.1172258333334
vehicle_breakdown,Non-corridor,False,<=1hr,46.3259174
water_logging,ORR East 1,False,>24hr,4670.149929583334
water_logging,ORR North 2,False,>24hr,14467.552242700001
vehicle_breakdown,Bellary Road 1,False,<=1hr,39.85933068333333
pot_holes,Non-corridor,False,>24hr,72902.21760093333
construction,Non-corridor,False,1-6hr,274.00397273333334
vehicle_breakdown,Non-corridor,False,<=1hr,28.43533366666667
vehicle_breakdown,Non-corridor,False,<=1hr,41.31266376666667
water_logging,ORR North 1,False,>24hr,60403.72428076667
vehicle_breakdown,Non-corridor,False,1-6hr,62.41803623333333
water_logging,Non-corridor,False,>24hr,16809.84335965
vehicle_breakdown,Non-corridor,False,<=1hr,51.74567765
vehicle_breakdown,ORR North 2,False,<=1hr,8.8561709
pot_holes,Bellary Road 1,False,>24hr,1566.9048729333333
vehicle_breakdown,Non-corridor,False,<=1hr,48.370828966666664
vehicle_breakdown,Non-corridor,False,<=1hr,32.68535996666667
construction,Non-corridor,False,>24hr,4899.213565916667
vehicle_breakdown,Bellary Road 1,False,<=1hr,20.757847583333334
vehicle_breakdown,Non-corridor,False,1-6hr,126.5230286
water_logging,Non-corridor,False,>24hr,23890.86037396667
tree_fall,Non-corridor,True,6-24hr,634.9466416166667
road_conditions,Varthur Road,False,>24hr,39836.38829611666
water_logging,Non-corridor,False,>24hr,5312.2899721
vehicle_breakdown,Bellary Road 2,False,1-6hr,133.28790756666666
vehicle_breakdown,Non-corridor,False,<=1hr,29.97115595
construction,Non-corridor,False,>24hr,21203.242771983332
vehicle_breakdown,ORR North 2,False,<=1hr,13.06309525
vehicle_breakdown,Bellary Road 2,False,<=1hr,46.695242549999996
vehicle_breakdown,Bellary Road 1,False,<=1hr,19.9379241
others,Bellary Road 2,False,>24hr,2948.766243083333
vehicle_breakdown,Tumkur Road,False,<=1hr,51.0690825
others,Non-corridor,False,<=1hr,56.020648449999996
accident,Non-corridor,True,1-6hr,81.74033895
accident,Non-corridor,False,1-6hr,73.76595049999999
vehicle_breakdown,Bellary Road 1,False,1-6hr,91.85315681666665
vehicle_breakdown,ORR North 1,False,<=1hr,17.6375147
vehicle_breakdown,ORR East 2,False,<=1hr,49.72056991666667
vehicle_breakdown,Non-corridor,False,<=1hr,25.304260933333335
road_conditions,ORR East 2,False,<=1hr,25.643229650000002
pot_holes,Non-corridor,False,>24hr,11566.602148033333
pot_holes,Non-corridor,False,>24hr,11562.972335866665
pot_holes,Non-corridor,False,>24hr,11563.606218416668
pot_holes,Non-corridor,False,>24hr,11565.354286833333
pot_holes,Non-corridor,False,>24hr,11561.310606166666
vehicle_breakdown,Non-corridor,False,1-6hr,80.12362475
test_demo,Non-corridor,False,<=1hr,1.2892694833333331
road_conditions,Non-corridor,False,>24hr,122105.48460363333
road_conditions,Non-corridor,False,>24hr,102689.48842699999
accident,Non-corridor,False,<=1hr,53.34333818333334
others,Mysore Road,False,>24hr,71481.54968353333
accident,Bellary Road 1,False,<=1hr,22.104458983333334
vehicle_breakdown,Non-corridor,False,1-6hr,70.50113398333333
vehicle_breakdown,Non-corridor,False,<=1hr,3.8101085833333332
vehicle_breakdown,Non-corridor,False,<=1hr,49.09052761666667
vehicle_breakdown,Non-corridor,False,<=1hr,25.623109600000003
vehicle_breakdown,ORR East 2,False,<=1hr,31.903825633333334
vehicle_breakdown,Magadi Road,False,<=1hr,16.718276533333334
others,Non-corridor,False,>24hr,2451.852184266667
vehicle_breakdown,Non-corridor,False,<=1hr,39.002808116666664
accident,Non-corridor,False,<=1hr,20.5029632
vehicle_breakdown,Tumkur Road,False,1-6hr,69.02691816666668
procession,Non-corridor,False,<=1hr,58.20283951666667
vehicle_breakdown,Magadi Road,False,<=1hr,46.903321283333334
vehicle_breakdown,Non-corridor,False,<=1hr,21.676458
pot_holes,Non-corridor,False,>24hr,78441.36403991668
vehicle_breakdown,Bellary Road 2,False,<=1hr,19.907681733333334
others,ORR North 2,False,>24hr,5092.898924116667
others,Mysore Road,False,>24hr,13033.048822716666
vehicle_breakdown,Bannerghata Road,False,<=1hr,23.094614033333336
vehicle_breakdown,Non-corridor,False,1-6hr,123.51028495
vehicle_breakdown,ORR East 1,False,<=1hr,43.20982215
others,Non-corridor,False,<=1hr,28.82723145
vehicle_breakdown,Bellary Road 2,False,1-6hr,142.36468729999999
water_logging,Non-corridor,False,>24hr,82369.75166625
vehicle_breakdown,Hosur Road,False,1-6hr,63.03992563333334
vehicle_breakdown,Tumkur Road,False,<=1hr,22.331262849999998
vehicle_breakdown,Non-corridor,False,<=1hr,36.19868998333333
others,ORR East 1,False,>24hr,5526.908770416666
vehicle_breakdown,ORR West 1,False,<=1hr,4.3907913333333335
vehicle_breakdown,ORR East 1,False,<=1hr,29.683071050000002
vehicle_breakdown,Non-corridor,False,<=1hr,11.861054683333332
others,Non-corridor,False,>24hr,90387.32823326667
construction,ORR North 1,False,<=1hr,51.12241125
others,Non-corridor,False,1-6hr,98.94985726666667
pot_holes,Non-corridor,False,>24hr,79192.7281332
road_conditions,Non-corridor,False,>24hr,7112.5823547
water_logging,Non-corridor,False,>24hr,5800.0067728
vehicle_breakdown,ORR North 1,False,1-6hr,62.70201386666667
vehicle_breakdown,Bellary Road 1,False,1-6hr,82.52175041666666
vehicle_breakdown,Hennur Main Road,False,1-6hr,75.17017265
vehicle_breakdown,ORR North 2,False,<=1hr,10.677372616666666
vehicle_breakdown,Non-corridor,True,1-6hr,159.28904783333334
vehicle_breakdown,Non-corridor,False,<=1hr,17.285524333333335
vehicle_breakdown,ORR East 1,False,<=1hr,40.835751566666666
others,Magadi Road,True,>24hr,37826.52565715
vehicle_breakdown,Non-corridor,False,<=1hr,13.202446683333333
vehicle_breakdown,Non-corridor,False,1-6hr,67.34591795
others,Non-corridor,False,6-24hr,531.4297273999999
congestion,Old Airport Road,False,<=1hr,1.56152965
vehicle_breakdown,Bellary Road 1,False,<=1hr,14.133789316666668
others,Non-corridor,False,>24hr,19629.230423966666
others,ORR East 1,False,>24hr,67649.53564743334
vehicle_breakdown,Bellary Road 1,False,<=1hr,36.82487128333333
vehicle_breakdown,Old Airport Road,False,1-6hr,63.47326641666667
others,Non-corridor,False,6-24hr,1143.35217835
vehicle_breakdown,Non-corridor,False,1-6hr,126.8133991
vehicle_breakdown,Bellary Road 1,False,<=1hr,16.259062183333334
vehicle_breakdown,Non-corridor,False,1-6hr,87.88003225000001
others,Bellary Road 1,False,6-24hr,1355.9523948333333
others,ORR East 2,False,6-24hr,695.0349998500001
vehicle_breakdown,Magadi Road,False,<=1hr,6.511275816666667
vehicle_breakdown,Bellary Road 1,False,<=1hr,42.97605128333333
vehicle_breakdown,Non-corridor,False,<=1hr,29.942643966666665
vehicle_breakdown,Bellary Road 1,False,<=1hr,23.71280468333333
construction,Non-corridor,False,>24hr,19439.30903955
vehicle_breakdown,Non-corridor,False,1-6hr,80.19145851666667
others,Non-corridor,True,<=1hr,46.103593716666666
construction,Non-corridor,False,>24hr,23567.407576799997
vehicle_breakdown,Non-corridor,False,<=1hr,23.25843605
others,Magadi Road,False,1-6hr,77.66299434999999
construction,Non-corridor,False,>24hr,45127.13860196667
others,Non-corridor,False,<=1hr,15.692345233333333
construction,Non-corridor,False,6-24hr,414.5363759
vehicle_breakdown,Non-corridor,False,1-6hr,69.24498263333334
others,Mysore Road,False,1-6hr,99.86904421666667
road_conditions,Bellary Road 1,False,>24hr,8165.740103133333
vehicle_breakdown,Mysore Road,False,<=1hr,24.543379599999998
vehicle_breakdown,Bellary Road 1,False,<=1hr,52.19419608333333
construction,Non-corridor,False,>24hr,13226.2367916
vehicle_breakdown,Varthur Road,False,<=1hr,9.96850835
others,Airport New South Road,False,>24hr,29288.30043143333
construction,Airport New South Road,False,>24hr,182375.20404578332
vehicle_breakdown,Non-corridor,False,<=1hr,45.659029499999995
vehicle_breakdown,ORR North 1,False,1-6hr,144.15670458333335
vehicle_breakdown,Non-corridor,False,1-6hr,64.77909031666667
pot_holes,Non-corridor,False,>24hr,29057.164492333333
vehicle_breakdown,ORR East 2,False,1-6hr,61.383499750000006
vehicle_breakdown,ORR North 2,False,<=1hr,56.45296956666667
vehicle_breakdown,Tumkur Road,False,<=1hr,19.686655499999997
vehicle_breakdown,ORR West 1,False,1-6hr,75.37487433333334
water_logging,West of Chord Road,False,>24hr,7894.235071849999
accident,Hosur Road,False,<=1hr,20.58339885
others,Non-corridor,False,<=1hr,31.693810616666667
